doi,pmid,pmcid,title,year,authors,journal,abstract,mesh_terms,author_keywords,language,publication_types,scrape_date,source,query_label,status,found_via,relevance_score,annotation_score,is_seed,scibert_top_categories_by_similarity,scibert_top_pipeline_categories_by_similarity,scibert_analysis_date,relevance_status,relevance_source,category,pipeline_category,scibert_relevance,scibert_score,scibert_category,scibert_pipeline_category,kw_domain_inclusion,kw_domain_exclusion,kw_paper_types,kw_pipeline_categories,kw_tissue,kw_disease,kw_animal,kw_methods,kw_application_areas
10.1016/j.ccell.2022.11.001,36423636,PMC9767677,Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer.,2022,"['Li, R', 'Ferdinand, JR', 'Loudon, KW', 'Bowyer, GS', 'Laidlaw, S', 'Muyas, F', 'Mamanova, L', 'Neves, JB', 'Bolt, L', 'Fasouli, ES', 'Lawson, ARJ', 'Young, MD', 'Hooks, Y', 'Oliver, TRW', 'Butler, TM', 'Armitage, JN', 'Aho, T', 'Riddick, ACP', 'Gnanapragasam, V', 'Welsh, SJ', 'Meyer, KB', 'Warren, AY', 'Tran, MGB', 'Stewart, GD', 'Cortés-Ciriano, I', 'Behjati, S', 'Clatworthy, MR', 'Campbell, PJ', 'Teichmann, SA', 'Mitchell, TJ']",Cancer cell,"Tumor behavior is intricately dependent on the oncogenic properties of cancer cells and their multi-cellular interactions. To understand these dependencies within the wider microenvironment, we studied over 270,000 single-cell transcriptomes and 100 microdissected whole exomes from 12 patients with kidney tumors, prior to validation using spatial transcriptomics. Tissues were sampled from multiple regions of the tumor core, the tumor-normal interface, normal surrounding tissues, and peripheral blood. We find that the tissue-type location of CD8<sup>+</sup> T cell clonotypes largely defines their exhaustion state with intra-tumoral spatial heterogeneity that is not well explained by somatic heterogeneity. De novo mutation calling from single-cell RNA-sequencing data allows us to broadly infer the clonality of stromal cells and lineage-trace myeloid cell development. We report six conserved meta-programs that distinguish tumor cell function, and find an epithelial-mesenchymal transition meta-program highly enriched at the tumor-normal interface that co-localizes with IL1B-expressing macrophages, offering a potential therapeutic target.","['Humans', 'Transcriptome', 'Gene Expression Profiling', 'Carcinoma, Renal Cell', 'Kidney Neoplasms', 'Epithelial-Mesenchymal Transition', 'Tumor Microenvironment', 'Single-Cell Analysis']","['IL1B', 'kidney cancer', 'multi-regional sequencing', 'pseudocapsule', 'renal cell carcinoma', 'single-cell sequencing', 'tumor microenvironment']",eng,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",2025-07-05T13:30:28.108997,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - review', 'computational analysis - method', 'application review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.9327000000000001,Application,,True,False,[],[],"['Blood/Immune System', 'Kidney', 'Embryonic/Developmental Stage']","['Normal/Healthy', 'Cancer (General)']",['Human'],"['other_methods', 'general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)']",[]
10.1016/j.ccell.2023.01.010,36800999,,Spatial profiling technologies illuminate the tumor microenvironment.,2023,"['Elhanani, O', 'Ben-Uri, R', 'Keren, L']",Cancer cell,"The tumor microenvironment (TME) is composed of many different cellular and acellular components that together drive tumor growth, invasion, metastasis, and response to therapies. Increasing realization of the significance of the TME in cancer biology has shifted cancer research from a cancer-centric model to one that considers the TME as a whole. Recent technological advancements in spatial profiling methodologies provide a systematic view and illuminate the physical localization of the components of the TME. In this review, we provide an overview of major spatial profiling technologies. We present the types of information that can be extracted from these data and describe their applications, findings and challenges in cancer research. Finally, we provide a future perspective of how spatial profiling could be integrated into cancer research to improve patient diagnosis, prognosis, stratification to treatment and development of novel therapeutics.","['Humans', 'Tumor Microenvironment', 'Neoplasms', 'Prognosis', 'Immunotherapy']","['multiplexed imaging', 'spatial profiling', 'spatial transcriptomics', 'tumor microenvironment']",eng,"['Journal Article', 'Review', ""Research Support, Non-U.S. Gov't""]",2025-07-05T13:30:23.409300,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - review', 'computational analysis - method', 'Technical Methods, Application', 'application review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,"['Application', 'Review']",[],relevant_by_similarity,0.9235000000000001,Application,,True,False,['Review'],[],['Embryonic/Developmental Stage'],['Cancer (General)'],['Human'],['general_spatial_transcriptomics'],[]
10.1016/j.ccell.2023.10.004,37890493,PMC10729843,Spatiotemporal genomic profiling of intestinal metaplasia reveals clonal dynamics of gastric cancer progression.,2023,"['Huang, KK', 'Ma, H', 'Chong, RHH', 'Uchihara, T', 'Lian, BSX', 'Zhu, F', 'Sheng, T', 'Srivastava, S', 'Tay, ST', 'Sundar, R', 'Tan, ALK', 'Ong, X', 'Lee, M', 'Ho, SWT', 'Lesluyes, T', 'Ashktorab, H', 'Smoot, D', 'Van Loo, P', 'Chua, JS', 'Ramnarayanan, K', 'Lau, LHS', 'Gotoda, T', 'Kim, HS', 'Ang, TL', 'Khor, C', 'Lee, JWJ', 'Tsao, SKK', 'Yang, WL', 'Teh, M', 'Chung, H', 'So, JBY', 'Yeoh, KG', 'Tan, P', 'Singapore Gastric Cancer Consortium']",Cancer cell,"Intestinal metaplasia (IM) is a pre-malignant condition of the gastric mucosa associated with increased gastric cancer (GC) risk. Analyzing 1,256 gastric samples (1,152 IMs) across 692 subjects from a prospective 10-year study, we identify 26 IM driver genes in diverse pathways including chromatin regulation (ARID1A) and intestinal homeostasis (SOX9). Single-cell and spatial profiles highlight changes in tissue ecology and IM lineage heterogeneity, including an intestinal stem-cell dominant cellular compartment linked to early malignancy. Expanded transcriptome profiling reveals expression-based molecular subtypes of IM associated with incomplete histology, antral/intestinal cell types, ARID1A mutations, inflammation, and microbial communities normally associated with the healthy oral tract. We demonstrate that combined clinical-genomic models outperform clinical-only models in predicting IMs likely to transform to GC. By highlighting strategies for accurately identifying IM patients at high GC risk and a role for microbial dysbiosis in IM progression, our results raise opportunities for GC precision prevention and interception.","['Humans', 'Stomach Neoplasms', 'Prospective Studies', 'Gastric Mucosa', 'Genomics', 'Metaplasia', 'Precancerous Conditions']","['cancer screening', 'cell-of-origin', 'gastric cancer', 'intestinal metaplasia', 'pre-cancer', 'single-cell sequencing', 'spatial transcriptomics', 'targeted DNA sequencing', 'transcriptome sequencing']",eng,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",2025-07-05T13:30:11.659058,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Application review, Tecnhical review', 'General omics review', 'Technical Methods, Application', 'computational analysis - method', 'computational analysis - review', 'application review, computational analysis - review', 'Benchmarking', 'application review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8845000000000001,Application,,True,False,[],[],"['Oral/Pharyngeal/Head & Neck', 'Gastrointestinal_other']","['Normal/Healthy', 'Cancer (General)', 'Inflammatory Disease']",['Human'],"['other_methods', 'general_spatial_transcriptomics', 'Histology_Images']",[]
10.1016/j.ccell.2023.12.012,38194915,,Single-cell and spatial profiling identify three response trajectories to pembrolizumab and radiation therapy in triple negative breast cancer.,2024,"['Shiao, SL', 'Gouin, KH', 'Ing, N', 'Ho, A', 'Basho, R', 'Shah, A', 'Mebane, RH', 'Zitser, D', 'Martinez, A', 'Mevises, NY', 'Ben-Cheikh, B', 'Henson, R', 'Mita, M', 'McAndrew, P', 'Karlan, S', 'Giuliano, A', 'Chung, A', 'Amersi, F', 'Dang, C', 'Richardson, H', 'Shon, W', 'Dadmanesh, F', 'Burnison, M', 'Mirhadi, A', 'Zumsteg, ZS', 'Choi, R', 'Davis, M', 'Lee, J', 'Rollins, D', 'Martin, C', 'Khameneh, NH', 'McArthur, H', 'Knott, SRV']",Cancer cell,"Strategies are needed to better identify patients that will benefit from immunotherapy alone or who may require additional therapies like chemotherapy or radiotherapy to overcome resistance. Here we employ single-cell transcriptomics and spatial proteomics to profile triple negative breast cancer biopsies taken at baseline, after one cycle of pembrolizumab, and after a second cycle of pembrolizumab given with radiotherapy. Non-responders lack immune infiltrate before and after therapy and exhibit minimal therapy-induced immune changes. Responding tumors form two groups that are distinguishable by a classifier prior to therapy, with one showing high major histocompatibility complex expression, evidence of tertiary lymphoid structures, and displaying anti-tumor immunity before treatment. The other responder group resembles non-responders at baseline and mounts a maximal immune response, characterized by cytotoxic T cell and antigen presenting myeloid cell interactions, only after combination therapy, which is mirrored in a murine model of triple negative breast cancer.","['Humans', 'Animals', 'Mice', 'Triple Negative Breast Neoplasms', 'Antibodies, Monoclonal, Humanized', 'Combined Modality Therapy', 'Immunotherapy']","['Breast cancer metastasis', 'CAR T cell', 'T cell', 'TCR T cell', 'disseminated tumor cells', 'immunotherapy', 'tumor dormancy', 'tumor microenvironment', 'vaccine']",eng,"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",2025-07-05T13:30:06.363104,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - review', 'computational analysis - method', 'application review', 'Application review, Tecnhical review', 'General omics review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.9109,Application,,True,False,[],[],"['Blood/Immune System', 'Breast']",['Cancer (General)'],"['Rodent', 'Human']","['TCR_related', 'general_spatial_proteomics']",[]
10.1016/j.ccell.2023.12.021,38242124,PMC10929690,Cancer-associated fibroblast phenotypes are associated with patient outcome in non-small cell lung cancer.,2024,"['Cords, L', 'Engler, S', 'Haberecker, M', 'Rüschoff, JH', 'Moch, H', 'de Souza, N', 'Bodenmiller, B']",Cancer cell,"Despite advances in treatment, lung cancer survival rates remain low. A better understanding of the cellular heterogeneity and interplay of cancer-associated fibroblasts (CAFs) within the tumor microenvironment will support the development of personalized therapies. We report a spatially resolved single-cell imaging mass cytometry (IMC) analysis of CAFs in a non-small cell lung cancer cohort of 1,070 patients. We identify four prognostic patient groups based on 11 CAF phenotypes with distinct spatial distributions and show that CAFs are independent prognostic factors for patient survival. The presence of tumor-like CAFs is strongly correlated with poor prognosis. In contrast, inflammatory CAFs and interferon-response CAFs are associated with inflamed tumor microenvironments and higher patient survival. High density of matrix CAFs is correlated with low immune infiltration and is negatively correlated with patient survival. In summary, our data identify phenotypic and spatial features of CAFs that are associated with patient outcome in NSCLC.","['Humans', 'Carcinoma, Non-Small-Cell Lung', 'Lung Neoplasms', 'Cancer-Associated Fibroblasts', 'Prognosis', 'Phenotype', 'Tumor Microenvironment', 'Fibroblasts']","['Cancer-associated fibroblasts', 'Imaging mass cytometry', 'Non-small cell lung cancer', 'Single cell', 'Spatial analysis']",eng,['Journal Article'],2025-07-05T13:30:06.362135,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'computational analysis - review', 'Technical Methods, Application', 'computational analysis - method', 'Application review, Tecnhical review', 'General omics review', 'application review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.9234,Application,,True,False,[],[],"['Blood/Immune System', 'Embryonic/Developmental Stage', 'Lung']",['Cancer (General)'],['Human'],"['other_methods', 'Imaging_Mass_Cytometry(IMC)']",[]
10.1016/j.ccell.2024.02.001,38428410,PMC10966827,Multi-omic profiling of follicular lymphoma reveals changes in tissue architecture and enhanced stromal remodeling in high-risk patients.,2024,"['Radtke, AJ', 'Postovalova, E', 'Varlamova, A', 'Bagaev, A', 'Sorokina, M', 'Kudryashova, O', 'Meerson, M', 'Polyakova, M', 'Galkin, I', 'Svekolkin, V', 'Isaev, S', 'Wiebe, D', 'Sharun, A', 'Sarachakov, A', 'Perelman, G', 'Lozinsky, Y', 'Yaniv, Z', 'Lowekamp, BC', 'Speranza, E', 'Yao, L', 'Pittaluga, S', 'Shaffer, AL', 'Jonigk, D', 'Phelan, JD', 'Davies-Hill, T', 'Huang, DW', 'Ovcharov, P', 'Nomie, K', 'Nuzhdina, E', 'Kotlov, N', 'Ataullakhanov, R', 'Fowler, N', 'Kelly, M', 'Muppidi, J', 'Davis, JL', 'Hernandez, JM', 'Wilson, WH', 'Jaffe, ES', 'Staudt, LM', 'Roschewski, M', 'Germain, RN']",Cancer cell,"Follicular lymphoma (FL) is a generally incurable malignancy that evolves from developmentally blocked germinal center (GC) B cells. To promote survival and immune escape, tumor B cells undergo significant genetic changes and extensively remodel the lymphoid microenvironment. Dynamic interactions between tumor B cells and the tumor microenvironment (TME) are hypothesized to contribute to the broad spectrum of clinical behaviors observed among FL patients. Despite the urgent need, existing clinical tools do not reliably predict disease behavior. Using a multi-modal strategy, we examined cell-intrinsic and -extrinsic factors governing progression and therapeutic outcomes in FL patients enrolled onto a prospective clinical trial. By leveraging the strengths of each platform, we identify several tumor-specific features and microenvironmental patterns enriched in individuals who experience early relapse, the most high-risk FL patients. These features include stromal desmoplasia and changes to the follicular growth pattern present 20 months before first progression and first relapse.","['Humans', 'B-Lymphocytes', 'Lymphoma, Follicular', 'Multiomics', 'Prospective Studies', 'Recurrence', 'Tumor Microenvironment', 'Clinical Trials as Topic']","['B cell lymphoma', 'RNA-seq', 'cancer-associated fibroblasts', 'human lymph node', 'immunology', 'integrated analysis', 'multi-omic single-cell atlas', 'spatial proteomics', 'tumor microenvironment', 'tumor progression']",eng,['Journal Article'],2025-07-05T13:30:06.358726,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - review', 'computational analysis - method', 'application review', 'Application review, Tecnhical review', 'General omics review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,"['Application', 'computational analysis - method']",[],relevant_by_similarity,0.8801,Application,,True,False,['computational analysis - method'],[],['Blood/Immune System'],['Cancer (General)'],['Human'],['general_spatial_proteomics'],[]
10.1016/j.ccell.2024.02.017,38518775,,Mapping functional to morphological variation reveals the basis of regional extracellular matrix subversion and nerve invasion in pancreatic cancer.,2024,"['Di Chiaro, P', 'Nacci, L', 'Arco, F', 'Brandini, S', 'Polletti, S', 'Palamidessi, A', 'Donati, B', 'Soriani, C', 'Gualdrini, F', 'Frigè, G', 'Mazzarella, L', 'Ciarrocchi, A', 'Zerbi, A', 'Spaggiari, P', 'Scita, G', 'Rodighiero, S', 'Barozzi, I', 'Diaferia, GR', 'Natoli, G']",Cancer cell,"Intratumor morphological heterogeneity of pancreatic ductal adenocarcinoma (PDAC) predicts clinical outcomes but is only partially understood at the molecular level. To elucidate the gene expression programs underpinning intratumor morphological variation in PDAC, we investigated and deconvoluted at single cell level the molecular profiles of histologically distinct clusters of PDAC cells. We identified three major morphological and functional variants that co-exist in varying proportions in all PDACs, display limited genetic diversity, and are associated with a distinct organization of the extracellular matrix: a glandular variant with classical ductal features; a transitional variant displaying abortive ductal structures and mixed endodermal and myofibroblast-like gene expression; and a poorly differentiated variant lacking ductal features and basement membrane, and showing neuronal lineage priming. Ex vivo and in vitro evidence supports the occurrence of dynamic transitions among these variants in part influenced by extracellular matrix composition and stiffness and associated with local, specifically neural, invasion.","['Humans', 'Pancreatic Neoplasms', 'Carcinoma, Pancreatic Ductal', 'Extracellular Matrix', 'Basement Membrane', 'Nervous System']","['PDAC', 'extracellular matrix', 'histology', 'laser microdissection', 'pancreatic cancer', 'perineural invasion', 'spatial transcriptomics', 'tumor heterogeneity', 'tumor microenvironment']",eng,['Journal Article'],2025-07-05T13:30:01.819658,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - method', 'computational analysis - review', 'application review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8885000000000001,Application,,True,False,[],[],"['Nervous System (Brain/CNS)', 'Pancreas']",['Cancer (General)'],[],"['other_methods', 'general_spatial_transcriptomics', 'Histology_Images']",[]
10.1016/j.ccell.2024.03.013,38640932,,Identification of hypoxic macrophages in glioblastoma with therapeutic potential for vasculature normalization.,2024,"['Wang, W', 'Li, T', 'Cheng, Y', 'Li, F', 'Qi, S', 'Mao, M', 'Wu, J', 'Liu, Q', 'Zhang, X', 'Li, X', 'Zhang, L', 'Qi, H', 'Yang, L', 'Yang, K', 'He, Z', 'Ding, S', 'Qin, Z', 'Yang, Y', 'Yang, X', 'Luo, C', 'Guo, Y', 'Wang, C', 'Liu, X', 'Zhou, L', 'Liu, Y', 'Kong, W', 'Miao, J', 'Ye, S', 'Luo, M', 'An, L', 'Wang, L', 'Che, L', 'Niu, Q', 'Ma, Q', 'Zhang, X', 'Zhang, Z', 'Hu, R', 'Feng, H', 'Ping, YF', 'Bian, XW', 'Shi, Y']",Cancer cell,"Monocyte-derived tumor-associated macrophages (Mo-TAMs) intensively infiltrate diffuse gliomas with remarkable heterogeneity. Using single-cell transcriptomics, we chart a spatially resolved transcriptional landscape of Mo-TAMs across 51 patients with isocitrate dehydrogenase (IDH)-wild-type glioblastomas or IDH-mutant gliomas. We characterize a Mo-TAM subset that is localized to the peri-necrotic niche and skewed by hypoxic niche cues to acquire a hypoxia response signature. Hypoxia-TAM destabilizes endothelial adherens junctions by activating adrenomedullin paracrine signaling, thereby stimulating a hyperpermeable neovasculature that hampers drug delivery in glioblastoma xenografts. Accordingly, genetic ablation or pharmacological blockade of adrenomedullin produced by Hypoxia-TAM restores vascular integrity, improves intratumoral concentration of the anti-tumor agent dabrafenib, and achieves combinatorial therapeutic benefits. Increased proportion of Hypoxia-TAM or adrenomedullin expression is predictive of tumor vessel hyperpermeability and a worse prognosis of glioblastoma. Our findings highlight Mo-TAM diversity and spatial niche-steered Mo-TAM reprogramming in diffuse gliomas and indicate potential therapeutics targeting Hypoxia-TAM to normalize tumor vasculature.","['Humans', 'Glioblastoma', 'Animals', 'Adrenomedullin', 'Mice', 'Brain Neoplasms', 'Tumor-Associated Macrophages', 'Neovascularization, Pathologic', 'Tumor Microenvironment', 'Isocitrate Dehydrogenase', 'Xenograft Model Antitumor Assays', 'Cell Line, Tumor', 'Macrophages', 'Cell Hypoxia']","['adrenomedullin', 'dabrafenib', 'glioblastoma', 'glioma', 'hypoxia', 'necrosis', 'single-cell transcriptomics', 'spatial transcriptomics', 'tumor-associated macrophages', 'vasculature normalization']",eng,['Journal Article'],2025-07-05T13:30:01.817204,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - method', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - review', 'application review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8280000000000001,Application,,True,False,[],[],"['Vascular', 'Nervous System (Brain/CNS)']","['Cancer (General)', 'Cardiovascular Disease']","['Rodent', 'Human']",['general_spatial_transcriptomics'],[]
10.1016/j.ccell.2024.04.010,38744246,,Tracking in situ checkpoint inhibitor-bound target T cells in patients with checkpoint-induced colitis.,2024,"['Gupta, T', 'Antanaviciute, A', 'Hyun-Jung Lee, C', 'Ottakandathil Babu, R', 'Aulicino, A', 'Christoforidou, Z', 'Siejka-Zielinska, P', ""O'Brien-Ball, C"", 'Chen, H', 'Fawkner-Corbett, D', 'Geros, AS', 'Bridges, E', 'McGregor, C', 'Cianci, N', 'Fryer, E', 'Alham, NK', 'Jagielowicz, M', 'Santos, AM', 'Fellermeyer, M', 'Davis, SJ', 'Parikh, K', 'Cheung, V', 'Al-Hillawi, L', 'Sasson, S', 'Slevin, S', 'Brain, O', 'TIP Consortium', 'Fernandes, RA', 'Koohy, H', 'Simmons, A']",Cancer cell,"The success of checkpoint inhibitors (CPIs) for cancer has been tempered by immune-related adverse effects including colitis. CPI-induced colitis is hallmarked by expansion of resident mucosal IFNγ cytotoxic CD8<sup>+</sup> T cells, but how these arise is unclear. Here, we track CPI-bound T cells in intestinal tissue using multimodal single-cell and subcellular spatial transcriptomics (ST). Target occupancy was increased in inflamed tissue, with drug-bound T cells located in distinct microdomains distinguished by specific intercellular signaling and transcriptional gradients. CPI-bound cells were largely CD4<sup>+</sup> T cells, including enrichment in CPI-bound peripheral helper, follicular helper, and regulatory T cells. IFNγ CD8<sup>+</sup> T cells emerged from both tissue-resident memory (TRM) and peripheral populations, displayed more restricted target occupancy profiles, and co-localized with damaged epithelial microdomains lacking effective regulatory cues. Our multimodal analysis identifies causal pathways and constitutes a resource to inform novel preventive strategies.","['Colitis', 'Immune Checkpoint Inhibitors', 'Humans', 'CD8-Positive T-Lymphocytes', 'T-Lymphocytes, Regulatory', 'CD4-Positive T-Lymphocytes', 'Animals', 'Intestinal Mucosa', 'Interferon-gamma', 'Female', 'Single-Cell Analysis', 'Mice']","['cancer immunotherapy', 'checkpoint colitis', 'scRNA-Seq', 'spatial transcriptomics', 'ulcerative colitis']",eng,['Journal Article'],2025-07-05T13:30:01.815204,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'application review', 'computational analysis - review', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - method', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8289000000000001,Application,,True,False,[],[],"['Gastrointestinal_colorectal', 'Blood/Immune System']","['Inflammatory Disease', 'Cancer (General)']",['Human'],"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)']",[]
10.1016/j.ccell.2024.04.012,38759655,,Integrative molecular and spatial analysis reveals evolutionary dynamics and tumor-immune interplay of in situ and invasive acral melanoma.,2024,"['Liu, H', 'Gao, J', 'Feng, M', 'Cheng, J', 'Tang, Y', 'Cao, Q', 'Zhao, Z', 'Meng, Z', 'Zhang, J', 'Zhang, G', 'Zhang, C', 'Zhao, M', 'Yan, Y', 'Wang, Y', 'Xue, R', 'Zhang, N', 'Li, H']",Cancer cell,"In acral melanoma (AM), progression from in situ (AMis) to invasive AM (iAM) leads to significantly reduced survival. However, evolutionary dynamics during this process remain elusive. Here, we report integrative molecular and spatial characterization of 147 AMs using genomics, bulk and single-cell transcriptomics, and spatial transcriptomics and proteomics. Vertical invasion from AMis to iAM displays an early and monoclonal seeding pattern. The subsequent regional expansion of iAM exhibits two distinct patterns, clonal expansion and subclonal diversification. Notably, molecular subtyping reveals an aggressive iAM subset featured with subclonal diversification, increased epithelial-mesenchymal transition (EMT), and spatial enrichment of APOE<sup>+</sup>/CD163<sup>+</sup> macrophages. In vitro and ex vivo experiments further demonstrate that APOE<sup>+</sup>CD163<sup>+</sup> macrophages promote tumor EMT via IGF1-IGF1R interaction. Adnexal involvement can predict AMis with higher invasive potential whereas APOE and CD163 serve as prognostic biomarkers for iAM. Altogether, our results provide implications for the early detection and treatment of AM.","['Humans', 'Melanoma', 'Epithelial-Mesenchymal Transition', 'Skin Neoplasms', 'Antigens, Differentiation, Myelomonocytic', 'Antigens, CD', 'Neoplasm Invasiveness', 'Apolipoproteins E', 'Macrophages', 'Male', 'Female', 'Receptor, IGF Type 1', 'Tumor Microenvironment', 'Biomarkers, Tumor', 'Gene Expression Regulation, Neoplastic', 'Spatial Analysis', 'Middle Aged', 'Prognosis', 'Disease Progression', 'Aged', 'Receptors, Cell Surface', 'CD163 Antigen']","['APOE', 'CD163', 'acral melanoma', 'genomic instability', 'intratumor heterogeneity', 'molecular subtype', 'spatial omics', 'tumor evolution', 'tumor-associated macrophage']",eng,['Journal Article'],2025-07-05T13:30:01.814877,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - review', 'computational analysis - method', 'application review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8856,Application,,True,False,[],[],"['Blood/Immune System', 'Skin']",['Cancer (General)'],[],"['general_omics', 'other_methods', 'general_spatial_transcriptomics']",[]
10.1016/j.ccell.2024.05.026,38906156,PMC11233249,IRF4 requires ARID1A to establish plasma cell identity in multiple myeloma.,2024,"['Bolomsky, A', 'Ceribelli, M', 'Scheich, S', 'Rinaldi, K', 'Huang, DW', 'Chakraborty, P', 'Pham, L', 'Wright, GW', 'Hsiao, T', 'Morris, V', 'Choi, J', 'Phelan, JD', 'Holewinski, RJ', 'Andresson, T', 'Wisniewski, J', 'Riley, D', 'Pittaluga, S', 'Hill, E', 'Thomas, CJ', 'Muppidi, J', 'Young, RM']",Cancer cell,"Multiple myeloma (MM) is an incurable plasma cell malignancy that exploits transcriptional networks driven by IRF4. We employ a multi-omics approach to discover IRF4 vulnerabilities, integrating functional genomics screening, spatial proteomics, and global chromatin mapping. ARID1A, a member of the SWI/SNF chromatin remodeling complex, is required for IRF4 expression and functionally associates with IRF4 protein on chromatin. Deleting Arid1a in activated murine B cells disrupts IRF4-dependent transcriptional networks and blocks plasma cell differentiation. Targeting SWI/SNF activity leads to rapid loss of IRF4-target gene expression and quenches global amplification of oncogenic gene expression by MYC, resulting in profound toxicity to MM cells. Notably, MM patients with aggressive disease bear the signature of SWI/SNF activity, and SMARCA2/4 inhibitors remain effective in immunomodulatory drug (IMiD)-resistant MM cells. Moreover, combinations of SWI/SNF and MEK inhibitors demonstrate synergistic toxicity to MM cells, providing a promising strategy for relapsed/refractory disease.","['Multiple Myeloma', 'Interferon Regulatory Factors', 'Animals', 'Transcription Factors', 'Humans', 'Mice', 'DNA-Binding Proteins', 'Plasma Cells', 'Gene Expression Regulation, Neoplastic', 'Cell Line, Tumor', 'Cell Differentiation']","['ARID1A', 'CRISPR', 'IRF4', 'MYC', 'SWI/SNF', 'multiple myeloma', 'plasma cell', 'proteogenomics', 'proteomics', 'transcription']",eng,['Journal Article'],2025-07-05T13:29:56.701398,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'application review', 'Technical Methods, Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - method', 'computational analysis - review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8378,Application,,True,False,[],[],['Blood/Immune System'],['Cancer (General)'],"['Rodent', 'Human']","['general_omics', 'other_methods', 'general_spatial_proteomics']",[]
